order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
5760,____,____,_____,dungarpur,0,bosey,mother,sabla
5761,_____,_____,_____,dungarpur,0,renew,kharadi,sabla
5762,_____,_______,_____,dungarpur,0,renew,fish,sabla
5763,______,______,_____,dungarpur,0,bhekhred,vanavasa,sabla
5764,______,______,_____,dungarpur,0,bhekhred,modpur,sabla
5765,______,__________,_____,dungarpur,0,bhekhred,ummedpura,sabla
5766,________,_____ ________,_____,dungarpur,0,daulatpura,parda chundawat,sabla
5767,________,______,_____,dungarpur,0,daulatpura,bhatauli,sabla
5768,________,___ _____,_____,dungarpur,0,daulatpura,new tapra,sabla
5769,________,________,_____,dungarpur,0,daulatpura,baineshwar,sabla
5770,______,2 _______,_____,dungarpur,0,mungide,2 goats,sabla
5771,______,3 ____ __ ____,_____,dungarpur,0,mungide,3 bhodan's vela,sabla
5772,______,4 ______ ____,_____,dungarpur,0,mungide,4 varvasa waiver,sabla
5773,______,5 _____ _____,_____,dungarpur,0,mungide,5 makadi lower,sabla
5774,______,_____,________,dungarpur,0,kharpeda,jhafra,seemalwada
5775,______,________,________,dungarpur,0,kharpeda,rakhodia,seemalwada
5776,____,________,________,dungarpur,0,jhala,ranbhatia,seemalwada
5777,____,______,________,dungarpur,0,jhala,kokodi,seemalwada
5778,____,______,________,dungarpur,0,jhala,ambau,seemalwada
5779,____,________,________,dungarpur,0,jhala,tamakapur,seemalwada
5780,______,2 .,________,dungarpur,0,sartuna,2.,seemalwada
5781,______,______,________,dungarpur,0,sartuna,dhedia,seemalwada
5782,______,____ __ ___,________,dungarpur,0,sartuna,man's dev,seemalwada
5783,______,________,________,dungarpur,0,sartuna,kharapani,seemalwada
5784,____,_______,________,dungarpur,0,shethal,bharatpura,seemalwada
5785,____,_____,________,dungarpur,0,shethal,medla,seemalwada
5786,_______,_________,________,dungarpur,0,ratanpura,tambolia,seemalwada
5787,_______,______,________,dungarpur,0,ratanpura,khadia,seemalwada
5788,_______,______,________,dungarpur,0,ratanpura,sacr,seemalwada
5789,_______,________,________,dungarpur,0,ratanpura,dhudwada,seemalwada
5790,________,________,________,dungarpur,0,kesarpura,kakradara,seemalwada
5791,________,_______,________,dungarpur,0,kesarpura,lalpura,seemalwada
5792,________,_____ ___,________,dungarpur,0,kesarpura,dhachera bhagat,seemalwada
5793,________,_______,________,dungarpur,0,kesarpura,vagpura,seemalwada
5794,______,_______,________,dungarpur,0,bhachadia,mandwa,seemalwada
5795,______,_________,________,dungarpur,0,bhachadia,malakasba,seemalwada
5796,______,_____,________,dungarpur,0,bhachadia,takkar,seemalwada
5797,____,_____ ____,________,dungarpur,0,winter,dhechra masoor,seemalwada
5798,____,_______,________,dungarpur,0,winter,bhandari,seemalwada
5799,____,______,________,dungarpur,0,winter,meruva,seemalwada
5800,_____,______ ___,________,dungarpur,0,bakda,nayagav balu,seemalwada
5801,_____,_________,________,dungarpur,0,bakda,sajjanpura,seemalwada
5802,_____,_______,________,dungarpur,0,bakda,navalpura,seemalwada
5803,_____,_______,________,dungarpur,0,bakda,nithauwa,seemalwada
5804,______ ____,______ ___,________,dungarpur,0,ramsore jun,ramsore bada,seemalwada
5805,______ ____,______,________,dungarpur,0,ramsore jun,badlela,seemalwada
5806,______ ____,______ ____,________,dungarpur,0,ramsore jun,nayagaon dung,seemalwada
5807,____,______,________,dungarpur,0,kanaba,bhatia,seemalwada
5808,____,_______,________,dungarpur,0,kanaba,amarpura,seemalwada
5809,____,______ ___,________,dungarpur,0,kanaba,negala peeth,seemalwada
5810,____ ___,____ ____,________,dungarpur,0,written big,little written,seemalwada
5811,____ ___,_______,________,dungarpur,0,written big,gadagokal,seemalwada
5812,____ ___,______,________,dungarpur,0,written big,saroli,seemalwada
5813,______,________,________,dungarpur,0,sakarsi,bachwada,seemalwada
5814,______,__________,________,dungarpur,0,sakarsi,chundawada,seemalwada
5815,______,____,________,dungarpur,0,sakarsi,alwar,seemalwada
5816,_____,______ _____,________,dungarpur,0,mewda,lamba pipla,seemalwada
5817,_____,___ __ _____,________,dungarpur,0,mewda,tham pond,seemalwada
5818,_____,____,_____,dungarpur,0,chikhali,mali,chikhali
5819,_____,______,_____,dungarpur,0,chikhali,beduva,chikhali
5820,_____,__________,_____,dungarpur,0,chikhali,mediteamba,chikhali
5821,______,_______,_____,dungarpur,0,saleeda,buzwada,chikhali
5822,______,_____,_____,dungarpur,0,saleeda,gamela,chikhali
5823,______,_____,_____,dungarpur,0,saleeda,modri,chikhali
5824,______,_______,_____,dungarpur,0,saleeda,nayagaon,chikhali
5825,______,___,_____,dungarpur,0,saleeda,oda,chikhali
5826,______,______,_____,dungarpur,0,saleeda,rahador,chikhali
5827,______,________,_____,dungarpur,0,saleeda,bhervapura,chikhali
5828,______,_____,_____,dungarpur,0,saleeda,vagwa,chikhali
5829,_______,____,_____,dungarpur,0,sakodara,salai,chikhali
5830,_______,________,_____,dungarpur,0,sakodara,bhandela,chikhali
5831,_______,_______,_____,dungarpur,0,sakodara,bormata,chikhali
5832,_______,____,_____,dungarpur,0,sakodara,pitit,chikhali
5833,_______,______,_____,dungarpur,0,sakodara,ozaria,chikhali
5834,_______,_________,_____,dungarpur,0,sakodara,gumanpura,chikhali
5835,_____,________,_____,dungarpur,0,rathdi,kundela,chikhali
5836,_____,_________,_____,dungarpur,0,rathdi,gulabpura,chikhali
5837,_____,______,_____,dungarpur,0,rathdi,piola,chikhali
5838,_________,_________ ____,_____,dungarpur,0,gundalara,gundalara small,chikhali
5839,_________,___,_____,dungarpur,0,gundalara,full,chikhali
5840,_________,________,_____,dungarpur,0,gundalara,galalapura,chikhali
5841,_________,_______,_____,dungarpur,0,gundalara,dharampuri,chikhali
5842,_________,_____,_____,dungarpur,0,gundalara,rafdi,chikhali
5843,______,_____,_____,dungarpur,0,uddiya,palasau,chikhali
5844,______,____ _____,_____,dungarpur,0,uddiya,daru dhawada,chikhali
5845,______,______ ___,_____,dungarpur,0,uddiya,bhachadia khas,chikhali
5846,______,________,_____,dungarpur,0,uddiya,fatehpura,chikhali
5847,_____,________,________,dungarpur,0,talaiya,jambudi,bichiwada
5848,___,________,________,dungarpur,0,ged,palisoda,bichiwada
5849,___,______,________,dungarpur,0,ged,saliat,bichiwada
5850,___,___ __ ____,________,dungarpur,0,ged,nan's nala,bichiwada
5851,_____,_____,________,dungarpur,0,khajuri,damuni,bichiwada
5852,_____,_______,________,dungarpur,0,khajuri,makreda,bichiwada
5853,_____,______,________,dungarpur,0,khajuri,ratanpur,bichiwada
5854,_____,_________,________,dungarpur,0,khajuri,punarawada,bichiwada
5855,________,_________,________,dungarpur,0,jalukuna,kodiagun,bichiwada
5856,______ _____,______,________,dungarpur,0,rampur mewda,padardi,bichiwada
5857,______ _____,______,________,dungarpur,0,rampur mewda,manipur,bichiwada
5858,______ _____,______,________,dungarpur,0,rampur mewda,nareli,bichiwada
5859,______,______,________,dungarpur,0,mewada,kanpur,bichiwada
5860,______,_____,________,dungarpur,0,mewada,watda,bichiwada
5861,______,___,________,dungarpur,0,mewada,nala,bichiwada
5862,______,______,________,dungarpur,0,mewada,bharatpur,bichiwada
5863,______,____,________,dungarpur,0,veerpur,jhapa,bichiwada
5864,___,____ __ ____,________,dungarpur,0,sharam,gesu's vaga,bichiwada
5865,___,_________,________,dungarpur,0,sharam,himmatpur,bichiwada
5866,___,___,________,dungarpur,0,sharam,sleep,bichiwada
5867,___,____ ____ ___,________,dungarpur,0,sharam,vaka khada vide,bichiwada
5868,__________,________,________,dungarpur,0,kavaliyadara,tagarwada,bichiwada
5869,__________,___ __ ____,________,dungarpur,0,kavaliyadara,bore water,bichiwada
5870,__________,_____,________,dungarpur,0,kavaliyadara,panathal,bichiwada
5871,_______,_______,_____,dungarpur,0,charvada,balwania,jhathri
5872,____,_____,_____,dungarpur,0,viza,boy,jhathri
5873,____,________,_____,dungarpur,0,viza,kumbela,jhathri
5874,____,________,_____,dungarpur,0,viza,mundela,jhathri
5875,____,____ __ _____,_____,dungarpur,0,viza,suro's pond,jhathri
5876,____,______,_____,dungarpur,0,viza,audivat,jhathri
5877,______ _____,_________,_____,dungarpur,0,vania pond,mordungra,jhathri
5878,______ _____,________,_____,dungarpur,0,vania pond,annapura,jhathri
5879,________ ____,__ ______,_____,dungarpur,0,mandela upali,chak ragampur,jhathri
5880,________ ____,______,_____,dungarpur,0,mandela upali,rangpur,jhathri
5881,________ ____,____ ______,_____,dungarpur,0,mandela upali,loss again,jhathri
5882,________ ____,__________,_____,dungarpur,0,mandela upali,kharwarkhunia,jhathri
5883,________ ____,________ _____,_____,dungarpur,0,mandela upali,mandela lower,jhathri
5884,_______,_____,_____,dungarpur,0,sasarpur,dholka,jhathri
5885,_______,______ ___,_____,dungarpur,0,sasarpur,narata fala,jhathri
5886,_______,_______ __ ____,_____,dungarpur,0,sasarpur,patis vaga,jhathri
5887,_______,_______,_____,dungarpur,0,sasarpur,amleifla,jhathri
5888,___,_____ ____,_____,dungarpur,0,call,bawdi kheda,jhathri
5889,___,____,_____,dungarpur,0,call,outpost,jhathri
5890,______,___ ___,_____,dungarpur,0,surata,new village,jhathri
5891,______,___ ________,_____,dungarpur,0,surata,dole kunjela,jhathri
5892,______,_____ ____,_____,dungarpur,0,surata,vagheri vela,jhathri
5893,______,________,_____,dungarpur,0,negala,vijaypura,jhathri
5894,______,______ _____,_____,dungarpur,0,negala,bhilanda pachela,jhathri
5895,_____ ____,_____ ______,________,dungarpur,0,diwada small,adarsh __colony,galiakot
5896,_____ ____,_______ ___,________,dungarpur,0,diwada small,kalelia fala,galiakot
5897,_____ ____,___ _____,________,dungarpur,0,diwada small,new pond,galiakot
5898,_____ ____,________,________,dungarpur,0,diwada small,khantwada,galiakot
5899,___________,_____ ______,________,dungarpur,0,gadhajasrajpur,parda mataji,galiakot
5900,___________,_______,________,dungarpur,0,gadhajasrajpur,juitalai,galiakot
5901,____ __ ___,__________,________,dungarpur,0,baba's bar,puchiawada,galiakot
5902,____ __ ___,__________,________,dungarpur,0,baba's bar,barvezania,galiakot
5903,____ __ ___,_______,________,dungarpur,0,baba's bar,mahuwada,galiakot
5904,____ __ ___,________,________,dungarpur,0,baba's bar,vijaypura,galiakot
5905,____ __ ___,_____ ___,________,dungarpur,0,baba's bar,foofli bore,galiakot
5906,_____ ____,_____ ___,________,dungarpur,0,buffalo small,buffalo big,galiakot
5907,_____ ____,_______,________,dungarpur,0,buffalo small,liktia,galiakot
5908,_____ ____,____,________,dungarpur,0,buffalo small,nada,galiakot
5909,______,_____,________,dungarpur,0,nadia,apex,galiakot
5910,______,______,________,dungarpur,0,nadia,bijola,galiakot
5911,______,______,________,dungarpur,0,nadia,khedasa,galiakot
5912,______,___ ____,_______ ,dungarpur,0,falateed,fala doli,sagwada
5913,______,______,_______ ,dungarpur,0,falateed,bhiludi,sagwada
5914,______,___ _______,_______ ,dungarpur,0,falateed,fala torania,sagwada
5915,_____,_____ ____,_______ ,dungarpur,0,wageri,parda moru,sagwada
5916,_____,____ _____,_______ ,dungarpur,0,wageri,dhani kalaji,sagwada
5917,_____,____ ____,_______ ,dungarpur,0,wageri,dhani mala,sagwada
5918,_____,_______,_______ ,dungarpur,0,wageri,timurwa,sagwada
5919,_____,_________,_______ ,dungarpur,0,wageri,kailashpuri,sagwada
5920,_____,________,_______ ,dungarpur,0,wageri,sukhapadar,sagwada
5921,_______ ______,______ _____,_______ ,dungarpur,0,semalia pandaya,vankhand kanthal,sagwada
5922,_______ ______,_______ ___,_______ ,dungarpur,0,semalia pandaya,limbod buddy,sagwada
5923,_______ ______,_________,_______ ,dungarpur,0,semalia pandaya,gadalalsih,sagwada
5924,_______ ______,_______ ____,_______ ,dungarpur,0,semalia pandaya,limbod chhoti,sagwada
5925,_______ ______,_________,_______ ,dungarpur,0,semalia pandaya,gumanpura,sagwada
5926,_______ ______,_________,_______ ,dungarpur,0,semalia pandaya,shivrampur,sagwada
5927,______ ___,______ ____,_______ ,dungarpur,0,buchia big,buchia little,sagwada
5928,______ ___,_________,_______ ,dungarpur,0,buchia big,kalyanpur,sagwada
5929,_______,________,_______ ,dungarpur,0,tamtia,bejawada,sagwada
5930,_______,______,_______ ,dungarpur,0,tamtia,bhachadia,sagwada
5931,_______,________,_______ ,dungarpur,0,tamtia,bhulawara,sagwada
5932,_______,_______,_______ ,dungarpur,0,samalia,panatalai,sagwada
5933,_______,_________,_______ ,dungarpur,0,samalia,sundanpur,sagwada
5934,_______,_________,_______ ,dungarpur,0,samalia,shivrajpur,sagwada
5935,_______,_______,_______ ,dungarpur,0,samalia,nawgaon,sagwada
5936,_____,______,_______ ,dungarpur,0,karada,jhankhari,sagwada
5937,_____,_______,_______ ,dungarpur,0,karada,gadwasan,sagwada
5938,_____,______,_______ ,dungarpur,0,karada,rampur,sagwada
5939,_____,_____ __ ____,_______ ,dungarpur,0,karada,karada's wada,sagwada
5940,______,________,_______ ,dungarpur,0,kahela,bhawanpura,sagwada
5941,______,_____,_______ ,dungarpur,0,kahela,nokhna,sagwada
5942,______,_______,_______ ,dungarpur,0,kahela,chaknokhana,sagwada
5943,___,_______,_______ ,dungarpur,0,ben,nalwada,sagwada
5944,___,__________,_______ ,dungarpur,0,ben,pratappura,sagwada
5945,___,______,_______ ,dungarpur,0,ben,bhagela,sagwada
5946,___,______,_______ ,dungarpur,0,ben,panchawal,sagwada
5947,___,______,_______ ,dungarpur,0,ben,kantri,sagwada
5948,___,________,_______ ,dungarpur,0,ben,bhairavpura,sagwada
5949,______ ___,_____,_______ ,dungarpur,0,padradi buddy,vamasa,sagwada
5950,______ ___,_______,_______ ,dungarpur,0,padradi buddy,kandola,sagwada
5951,______ ___,______,_______ ,dungarpur,0,padradi buddy,totola,sagwada
5952,_________,_______,_______ ,dungarpur,0,piplagunj,padalia,sagwada
5953,_________,___ _______,_______ ,dungarpur,0,piplagunj,gada bezania,sagwada
5954,_________,_____,_______ ,dungarpur,0,piplagunj,favata,sagwada
5955,_________,______,________,dungarpur,0,gadamoraiya,khemru,dungarpur
5956,______,_____ 1,________,dungarpur,0,bhatwada,badod 1,dungarpur
5957,______,_________,________,dungarpur,0,bhatwada,khumanpura,dungarpur
5958,______,______ ______,________,dungarpur,0,bhatwada,nayagaon absconding,dungarpur
5959,______,_____ 2,________,dungarpur,0,bhatwada,badod 2,dungarpur
5960,______,_____,________,dungarpur,0,bhatwada,satoda,dungarpur
5961,_______,_______,________,dungarpur,0,kherwara,kherwara,dungarpur
5962,_______,_______,________,dungarpur,0,kherwara,dadodia,dungarpur
5963,_______,______,________,dungarpur,0,kherwara,malpur,dungarpur
5964,_______,_________,________,dungarpur,0,kherwara,gumanpura,dungarpur
5965,_________,_________,________,dungarpur,0,gokulpura,kushalmagari,dungarpur
5966,_________,______,________,dungarpur,0,gokulpura,bhatpur,dungarpur
5967,_________,_______,________,dungarpur,0,gokulpura,function,dungarpur
5968,_______,____________,________,dungarpur,0,piplada,rampaprabiola,dungarpur
5969,_______,_____,________,dungarpur,0,piplada,jhakol,dungarpur
5970,____ ___,________ ___,________,dungarpur,0,bataka fala,devghoghara phal,dungarpur
5971,____ ___,____ ___,________,dungarpur,0,bataka fala,bola dara,dungarpur
5972,_________,______,________,dungarpur,0,satirampur,rampur,dungarpur
5973,_________,_______,________,dungarpur,0,satirampur,padardi,dungarpur
5974,__________,____,________,dungarpur,0,khedakchhwasa,soli,dungarpur
5975,______,_______,________,dungarpur,0,upper,urmarda,dungarpur
5976,______,______,________,dungarpur,0,upper,nejpur,dungarpur
5977,_________,____,________,dungarpur,0,gumanpura,nalwa,dungarpur
5978,_____,___,______,dungarpur,0,dhavadi,moth,dowda
5979,_____,____ ____,______,dungarpur,0,dhavadi,ghodi amali,dowda
5980,_____,_________,______,dungarpur,0,dhavadi,devsomnath,dowda
5981,________,____,______,dungarpur,0,odwadia,garda,dowda
5982,________,____ _____,______,dungarpur,0,odwadia,bhagal salavat,dowda
5983,________,_____ ______,______,dungarpur,0,odwadia,parda chaubisa,dowda
5984,__________,_______ _,______,dungarpur,0,raghunathpura,berania _,dowda
5985,__________,_______,______,dungarpur,0,raghunathpura,khajuriya,dowda
5986,____,____ ____,______,dungarpur,0,fallose,futi fry,dowda
5987,____,____,______,dungarpur,0,fallose,ghatau,dowda
5988,____,____ ____,______,dungarpur,0,fallose,dhani ghatau,dowda
5989,_____,_____,______,dungarpur,0,asela,manpur,dowda
5990,_____,____ ____,______,dungarpur,0,asela,sarkan sai,dowda
5991,_____,____ _____,______,dungarpur,0,asela,sarkan kopcha,dowda
5992,_____,_____,______,dungarpur,0,asela,dhala,dowda
5993,______,____ ____,______,dungarpur,0,hirata,earth mata,dowda
5994,______,_______,______,dungarpur,0,hirata,bandeda,dowda
5995,______,______,______,dungarpur,0,hirata,bayoda,dowda
5996,_______,____,______,dungarpur,0,lolakpur,selge,dowda
5997,_______,___ _____,______,dungarpur,0,lolakpur,nava topra,dowda
5998,_______,____ __ __,______,dungarpur,0,lolakpur,viri maya chak,dowda
5999,_____,_____ _______,______,dungarpur,0,interior,parda gokalia,dowda
6000,_____,_____ __ _,______,dungarpur,0,kahari,kahari chak b,dowda
6001,_____,_____ _____,______,dungarpur,0,kahari,dolver lower,dowda
6002,_____,______,______,dungarpur,0,kahari,theiata,dowda
6003,______,________,______,dungarpur,0,punali,wheat,dowda
6004,______,______,______,dungarpur,0,punali,pantali,dowda
6005,______,____ ______,______,dungarpur,0,punali,wada punali,dowda
6006,______,_______ ______,______,dungarpur,0,punali,nayagaon punali,dowda
6007,____,____ ____,______,dungarpur,0,hands,wada hathi,dowda
6008,____,_____,______,dungarpur,0,hands,sattu,dowda
6009,____,_____,______,dungarpur,0,hands,devaki,dowda
6010,____,___ ____,______,dungarpur,0,hands,dara hathi,dowda
6011,______,_______,______,dungarpur,0,khempur,torania,dowda
6012,______,______,______,dungarpur,0,khempur,vagadari,dowda
6013,______,_______,______,dungarpur,0,khempur,bhchdia,dowda
6014,_______,2 ______,_______,Sri Ganganagar,0,pride,2 gmd,suratgarh
6015,_______,3 ______,_______,Sri Ganganagar,0,pride,3 gmd,suratgarh
6016,_______,4 ______,_______,Sri Ganganagar,0,pride,4 gmd,suratgarh
6017,_______,5 ______,_______,Sri Ganganagar,0,pride,5 gmd,suratgarh
6018,_______,6 ______,_______,Sri Ganganagar,0,pride,6 gmd,suratgarh
6019,_______,7 ______ - __,_______,Sri Ganganagar,0,pride,7 gmd - b,suratgarh
6020,_______,7 ______ - _,_______,Sri Ganganagar,0,pride,7 gmd - a,suratgarh
