current_gp_name,old_gp_villages,old_gp_village_fixed,district,ps,order,gp_goog_translate,gp_village_goog_translate,ps_goog_translate,gp_village_fixed
अजीत,खेजड़ियाली,खेजड़ियाली,barmer,सिवाना,,ajit,khejdiyali,sewana,
अजीत,पातो का बाड़ा,पातो का बाड़ा,barmer,सिवाना,5504,ajit,pato's fence,sewana,
अजीत,गिराद का ढाणा,गिराद का ढाणा,barmer,सिवाना,5505,ajit,giraad dhana,sewana,
अजीत,तेजसिंह की ढाणी,तेजसिंह की ढाणी,barmer,सिवाना,5506,ajit,tej singh's dhani,sewana,
अजीत,चारणो का बाड़ा,चारणो का बाड़ा,barmer,सिवाना,5507,ajit,charano bada,sewana,
रानी देशीपुरा,रानीदेशीपुरा,रानीदेशीपुरा,barmer,सिवाना,5509,rani deshpura,ranadeshipura,sewana,
रानी देशीपुरा,भानावास,भानावास,barmer,सिवाना,5511,rani deshpura,bhhanwas,sewana,
रानी देशीपुरा,मौखण्डी,मौखण्डी,barmer,सिवाना,5512,rani deshpura,maukhandi,sewana,
रानी देशीपुरा,होतरडा,होतरडा,barmer,सिवाना,5513,rani deshpura,hotrada,sewana,
रानी देशीपुरा,भलरो का बाड़ा,भलरो का बाड़ा,barmer,सिवाना,5514,rani deshpura,bhalro's fence,sewana,
समदड़ी,समदड़ी,समदड़ी,barmer,सिवाना,5515,samdari,samdari,sewana,
समदड़ी,समदड़ी स्टेशन,समदड़ी स्टेशन,barmer,सिवाना,5516,samdari,samdari station,sewana,
समदड़ी,महादेवनगर,महादेवनगर,barmer,सिवाना,5517,samdari,mahadevanagar,sewana,
कुण्डल,कुण्डल,कुण्डल,barmer,सिवाना,5519,kundal,kundal,sewana,
कुण्डल,सरियादेवीनगर 2 .,सरियादेवीनगर 2 .,barmer,सिवाना,5520,kundal,sariyadevinagar 2.,sewana,
कुण्डल,बेरानाडी,बेरानाडी,barmer,सिवाना,5521,kundal,baranadi,sewana,
कुण्डल,रेलो की ढाणी,रेलो की ढाणी,barmer,सिवाना,5522,kundal,railway dhani,sewana,
सांकड़ा,सांकडा,सांकडा,barmer,सिवाना,5525,sankra,sankda,sewana,
सांकड़ा,खेतासर,खेतासर,barmer,सिवाना,5526,sankra,khetasar,sewana,
सांकड़ा,नया सांकड़ा,नया सांकड़ा,barmer,सिवाना,5527,sankra,new sankra,sewana,
सांकड़ा,सदरासर,सदरासर,barmer,सिवाना,5528,sankra,sadrasar,sewana,
सांकड़ा,माधुपुरा,माधुपुरा,barmer,सिवाना,5529,sankra,madhupura,sewana,
पादरू,पादरू,पादरू,barmer,सिवाना,5530,padru,padru,sewana,
पादरू,इटवाया,इटवाया,barmer,सिवाना,5531,padru,itwaya,sewana,
पादरू,वावनगर,वावनगर,barmer,सिवाना,5532,padru,vavnagar,sewana,
कांखी,कांखी,कांखी,barmer,सिवाना,5537,kankhi,kankhi,sewana,
कांखी,परिहारो की ढाणी,परिहारो की ढाणी,barmer,सिवाना,5538,kankhi,pariharo ki dhani,sewana,
कांखी,पंऊ,पंऊ,barmer,सिवाना,5539,kankhi,pan,sewana,
कांखी,रावतनगर,रावतनगर,barmer,सिवाना,5540,kankhi,rawatnagar,sewana,
गुड़ानाल,गुड़ा,गुड़ा,barmer,सिवाना,5541,gudanal,guda,sewana,
गुड़ानाल,नाल,नाल,barmer,सिवाना,5542,gudanal,plain,sewana,
गुड़ानाल,थानमाता हिंगलाज,थानमाता हिंगलाज,barmer,सिवाना,5543,gudanal,thanmata hinglaj,sewana,
सिणेर,भाखरपुरा,भाखरपुरा,barmer,सिवाना,5544,cenner,bhakharpura,sewana,
सिणेर,वालियाना,वालियाना,barmer,सिवाना,5545,cenner,valiana,sewana,
सिणेर,सिणेर,सिणेर,barmer,सिवाना,5546,cenner,cenner,sewana,
सिणेर,अन्नपूर्णा नगर,अन्नपूर्णा नगर,barmer,सिवाना,5547,cenner,annapurna nagar,sewana,
थापन,थापन,थापन,barmer,सिवाना,5548,shatpan,shatpan,sewana,
थापन,मूठली,मूठली,barmer,सिवाना,5549,shatpan,mutli,sewana,
थापन,पादरड़ी खुर्द,पादरड़ी खुर्द,barmer,सिवाना,5550,shatpan,padradi khurd,sewana,
कुसीप,कुसीप,कुसीप,barmer,सिवाना,5551,kusip,kusip,sewana,
कुसीप,खेड़ा खिन्दावड़ा,खेड़ा खिन्दावड़ा,barmer,सिवाना,5556,kusip,kheda kindavada,sewana,
कुसीप,भीमगोड़ा,भीमगोड़ा,barmer,सिवाना,5557,kusip,bhimgowda,sewana,
कुसीप,पादरड़ी कलां,पादरड़ी कलां,barmer,सिवाना,5558,kusip,padradi kalan,sewana,
कुसीप,हरमलपुरा रामदेवनगर,हरमलपुरा रामदेवनगर,barmer,,5559,kusip,harmalpura ramdevanagar,,
अमरसागर,अमरसागर,अमरसागर,jaisalmer,जैसलमेर,5563,amarsagar,amarsagar,jaisalmer,
अमरसागर,मूलसागर,मूलसागर,jaisalmer,जैसलमेर,5564,amarsagar,moolsagar,jaisalmer,
अमरसागर,जीयाई,जीयाई,jaisalmer,जैसलमेर,5565,amarsagar,jeei,jaisalmer,
अमरसागर,धउवा,धउवा,jaisalmer,जैसलमेर,5566,amarsagar,dhauva,jaisalmer,
अमरसागर,बड़ाबाग,बड़ाबाग,jaisalmer,जैसलमेर,5567,amarsagar,badabagh,jaisalmer,
अमरसागर,किशनघाट,किशनघाट,jaisalmer,जैसलमेर,5568,amarsagar,kishanghat,jaisalmer,
अमरसागर,माणपिया,माणपिया,jaisalmer,जैसलमेर,5569,amarsagar,manpia,jaisalmer,
अमरसागर,गणेशदास की ढाणी,गणेशदास की ढाणी,jaisalmer,जैसलमेर,5570,amarsagar,ganeshdas ki dhani,jaisalmer,
अमरसागर,जैसलमेर ग्रामीण,जैसलमेर ग्रामीण,jaisalmer,जैसलमेर,5571,amarsagar,jaisalmer rural,jaisalmer,
अमरसागर,खुहड़ा,खुहड़ा,jaisalmer,जैसलमेर,5573,amarsagar,khuhada,jaisalmer,
अमरसागर,फतेहनगर,फतेहनगर,jaisalmer,जैसलमेर,5574,amarsagar,fatehanagar,jaisalmer,
राजमथाई,राजमथाई,राजमथाई,jaisalmer,सांकड़ा,5576,rajamathai,rajamathai,sankra,
राजमथाई,सतापुरा,सतापुरा,jaisalmer,सांकड़ा,5577,rajamathai,satpura,sankra,
राजमथाई,नईराजमथाई,नईराजमथाई,jaisalmer,सांकड़ा,5578,rajamathai,new rajamathai,sankra,
राजमथाई,मेहरानगढ,मेहरानगढ,jaisalmer,सांकड़ा,5579,rajamathai,mehrangarh,sankra,
राजमथाई,धौलासर,धौलासर,jaisalmer,सांकड़ा,5580,rajamathai,dhaulasar,sankra,
राजमथाई,सनावडिया,सनावडिया,jaisalmer,सांकड़ा,5581,rajamathai,sanawadia,sankra,
राजमथाई,लोंगासर,लोंगासर,jaisalmer,सांकड़ा,5582,rajamathai,longasar,sankra,
राजमथाई,सुभाषनगर 9. हरियासर,सुभाषनगर 9. हरियासर,jaisalmer,सांकड़ा,5583,rajamathai,subhashnagar 9. hariyar,sankra,
राजमथाई,मसूरिया,मसूरिया,jaisalmer,सांकड़ा,5584,rajamathai,masooria,sankra,
राजमथाई,जोगराजगढ,जोगराजगढ,jaisalmer,सांकड़ा,5585,rajamathai,jograjgarh,sankra,
खेतोलाई,खेतोलाई,खेतोलाई,jaisalmer,सांकड़ा,5588,khetolai,khetolai,sankra,
खेतोलाई,चाचा,चाचा,jaisalmer,सांकड़ा,5589,khetolai,uncle,sankra,
खेतोलाई,चांदनी,चांदनी,jaisalmer,सांकड़ा,5590,khetolai,moonlight,sankra,
खेतोलाई,ओढाणियां,ओढाणियां,jaisalmer,सांकड़ा,5591,khetolai,odhanis,sankra,
चौक,चौक,चौक,jaisalmer,सांकड़ा,5592,chowk,chowk,sankra,
चौक,रामपुरा,रामपुरा,jaisalmer,सांकड़ा,5593,chowk,rampura,sankra,
चौक,प्रतापपुरा,प्रतापपुरा,jaisalmer,सांकड़ा,5594,chowk,pratappura,sankra,
चौक,सनावड़ा,सनावड़ा,jaisalmer,सांकड़ा,5595,chowk,sanawada,sankra,
चौक,नया सनावड़ा,नया सनावड़ा,jaisalmer,सांकड़ा,5596,chowk,new sanawada,sankra,
